subplot,plot,year,dens_m2,cv_hgt,mean_hgt,sp_richness,shannon_sp,evenness_sp,effective_numbers,dens_ha,CWM_shade,CWM_drought,clear_intensity,grndwrk_intensity,logging_trail_intensity,planting_intensity,anti_browsing_intensity,spruce_share,IV,IVmax_species,year_f,cv_hgt_pos,cv_hgt_present,active_regeneration,region,country,country_name,IV_coniferous,IV_deciduous,x,y,plot_id,disturbance_year,disturbance_severity,elevation,slope,aspect,dist_to_edge
418_T2_AH_20250827,58,2025,0,0,0,0,0,0,1e-04,0,,,0.4,0,0,0.4,0.4,,,"",2025,1e-04,0,0.4,,13,Czech Republic,0,0,4707166.05637732,2902526.52357306,58,2020,0.999999701976776,623.313232421875,3.52622803205256,4.0711099922733e-13,67
418_T4_TP_20250827,124,2025,1,0.824786098842323,1.75,3,1.03972077083992,0.946394630357186,2.82842712474619,10000,2.63875,1.7625,0.8,0,0,0.8,0.8,0,0.678571428571429,besp,2025,0.824786098842323,1,0.8,,13,Czech Republic,0.160714285714286,0.839285714285714,4737770.74200808,2984286.60150349,124,2020,0.997950494289398,607.795593261719,0,90,60
419_T2_AH_20250827,58,2025,0.5,0,0.3,2,0.693147180559945,1,2,5000,3.615,2.185,0.4,0,0,0.4,0.4,0.5,0.5,piab,2025,1e-04,0,0.4,,13,Czech Republic,1,0,4707186.27136927,2902546.35235745,58,2020,0.999999701976776,623.313232421875,3.52622803205256,4.0711099922733e-13,67
419_T4_TP_20250827,124,2025,1,0.199086299720561,1.45,2,0.693147180559945,1,2,10000,3.195,1.655,0.8,0,0,0.8,0.8,0.5,0.543103448275862,besp,2025,0.199086299720561,1,0.8,,13,Czech Republic,0.456896551724138,0.543103448275862,4737786.71772969,2984267.37163121,124,2020,0.955972194671631,607.795593261719,2.80437965214675,180,60
420_T2_AH_20250827,58,2025,0,0,0,0,0,0,1e-04,0,,,0.4,0,0,0.4,0.4,,,"",2025,1e-04,0,0.4,,13,Czech Republic,0,0,4707146.06015974,2902546.4006308,58,2020,0.999999940395355,623.313232421875,6.84435397843106,70.5773251902179,85
420_T4_TP_20250827,124,2025,0,0,0,0,0,0,1e-04,0,,,0.8,0,0,0.8,0.8,,,"",2025,1e-04,0,0.8,,13,Czech Republic,0,0,4737797.80329641,2984285.80036515,124,2020,0.985097527503967,607.795593261719,4.86393701685884,270,42
421_T2_AH_20250827,26_114,2025,0.5,0,1.2,1,0,0,1,5000,4.56,2.4,1,1,0.2,1,1,0,1,fasy,2025,1e-04,0,1,26,13,Czech Republic,0,1,4707481.76859157,2902230.87089743,26_114,2019,0.979503870010376,602.151977539063,14.0439230216752,180,42
421_T4_TP_20250827,125,2025,0.5,0,1.7,1,0,0,1,5000,4.56,2.4,1,0,0,0.8,1,0,1,fasy,2025,1e-04,0,0.9,,13,Czech Republic,0,1,4729366.05709572,2986006.43176751,125,2020,0.9999840259552,462.962036132813,0,90,60
422_T2_AH_20250827,26_114,2025,0.5,0,0.5,1,0,0,1,5000,4.56,2.4,1,1,0.2,1,1,0,1,fasy,2025,1e-04,0,1,26,13,Czech Republic,0,1,4707461.4244063,2902250.75306887,26_114,2019,0.968736112117767,602.151977539063,2.54444374517081e-14,90,67
422_T4_TP_20250827,125,2025,0.5,0,1.7,1,0,0,1,5000,4.56,2.4,1,0,0,0.8,1,0,1,fasy,2025,1e-04,0,0.9,,13,Czech Republic,0,1,4729346.02182451,2986006.38236636,125,2020,0.999999821186066,462.962036132813,4.62272753234571,90,60
423_T2_AH_20250827,26_122,2025,0.5,0,0.3,1,0,0,1,5000,1.67,4.34,1,1,0.2,0.6,0,0,1,pisy,2025,1e-04,0,0.3,26,13,Czech Republic,1,0,4707001.89575826,2906351.02758173,26_122,2020,0.999956905841827,616.193054199219,7.06670315012158,180,127
423_T4_TP_20250827,125,2025,0.5,0,0.7,1,0,0,1,5000,4.6,1.81,1,0,0,0.8,1,0,1,absp,2025,1e-04,0,0.9,,13,Czech Republic,1,0,4729366.05050052,2985986.39687368,125,2020,0.9999840259552,462.962036132813,0,90,60
424_T2_AH_20250827,26_122,2025,0.25,0,0.5,1,0,0,1,2500,1.67,4.34,1,1,0.2,0.6,0,0,1,pisy,2025,1e-04,0,0.3,26,13,Czech Republic,1,0,4707002.04969546,2906330.62241604,26_122,2020,0.999956905841827,616.193054199219,7.06670315012158,180,127
425_T2_AH_20250827,26_122,2025,2.5,0.318216619891158,1.06,2,0.500402423538188,0.721928094887362,1.64938488846612,25000,1.886,2.116,1,1,0.2,0.6,0,0,0.739622641509434,besp,2025,0.318216619891158,1,0.3,26,13,Czech Republic,0.260377358490566,0.739622641509434,4706981.68698758,2906330.81709372,26_122,2020,0.999956905841827,616.193054199219,7.06670315012158,180,127
425_T4_TP_20250827,125,2025,0.5,1.01015254455221,1.75,2,0.693147180559945,1,2,5000,3.41,2.33,1,0,0,0.8,1,0,0.678571428571429,potr,2025,1.01015254455221,1,0.9,,13,Czech Republic,0.321428571428571,0.678571428571429,4729385.99432922,2986005.42588035,125,2020,0.9999840259552,462.962036132813,0,90,60
426_T2_AH_20250827,26_121,2025,0,0,0,0,0,0,1e-04,0,,,1,1,0,0.2,0.2,,,"",2025,1e-04,0,0.2,26,13,Czech Republic,0,0,4703781.73073388,2904870.56503766,26_121,2020,0.998651742935181,662.763122558594,5.08888749034163e-14,90,42
426_T4_TP_20250827,125,2025,1.25,0.296621262321401,1.96,2,0.500402423538188,0.721928094887362,1.64938488846612,12500,4.036,2.232,1,0,0,0.8,1,0,0.746938775510204,fasy,2025,0.296621262321401,1,0.9,,13,Czech Republic,0,1,4729366.09993923,2986026.32321182,125,2020,0.944357931613922,462.962036132813,14.087768885655,180,67
427_T2_AH_20250827,26_121,2025,0.25,0,0.3,1,0,0,1,2500,4.6,1.81,1,1,0,0.2,0.2,0,1,absp,2025,1e-04,0,0.2,26,13,Czech Republic,1,0,4703822.0844288,2904870.63815712,26_121,2020,0.881282210350037,662.763122558594,2.56564806915197,270,67
427_T4_TP_20250827,126,2025,1.25,0.950130967100798,9.8,1,0.673011667009257,0,1.96013170420779,12500,3.97,2.66,1,0,0.4,0.6,0.6,0,1,cabe,2025,0.950130967100798,1,0.6,,13,Czech Republic,0,1,4729146.36806157,2985966.48979869,126,2020,0.979700028896332,478.994262695313,18.4196828143955,90,42
428_T2_AH_20250827,26_128,2025,0,0,0,0,0,0,1e-04,0,,,1,1,0,1,0,,,"",2025,1e-04,0,0.5,26,13,Czech Republic,0,0,4699301.57842006,2899271.15552809,26_128,2019,0.999970436096191,686.433227539063,5.08600735909449,270,175
428_T4_TP_20250827,126,2025,1.25,0.421325044234743,1.3,2,0.673011667009257,0.970950594454669,1.96013170420779,12500,4.062,2.61,1,0,0.4,0.6,0.6,0,0.692307692307692,acps,2025,0.421325044234743,1,0.6,,13,Czech Republic,0,1,4729125.99046668,2985946.33669285,126,2020,0.827478885650635,478.994262695313,32.3924404622869,152.492007889264,30
429_T2_AH_20250827,26_128,2025,1,0.188679245283019,1.325,3,1.03972077083992,0.946394630357186,2.82842712474619,10000,2.61,2.6425,1,1,0,1,0,0.333333333333333,0.476415094339623,saca,2025,0.188679245283019,1,0.5,26,13,Czech Republic,0.523584905660377,0.476415094339623,4699301.4978163,2899290.76474788,26_128,2019,0.999999940395355,686.433227539063,5.08600735909449,270,201
429_T4_TP_20250827,126,2025,1,0.192450089729875,0.6,2,0.693147180559945,1,2,10000,4.58,2.105,1,0,0.4,0.6,0.6,0,0.541666666666667,absp,2025,0.192450089729875,1,0.6,,13,Czech Republic,0.541666666666667,0.458333333333333,4729106.03193687,2985966.38231348,126,2020,0.588562250137329,498.976501464844,18.4196828143955,90,30
430_T2_AH_20250827,26_128,2025,0.5,0,3,1,0,0,1,5000,1.94,1.56,1,1,0,1,0,0,1,besp,2025,1e-04,0,0.5,26,13,Czech Republic,0,1,4699321.41578896,2899291.0505337,26_128,2019,0.999999940395355,686.433227539063,5.08600735909449,270,201
430_T4_TP_20250827,126,2025,0.25,0,0.3,1,0,0,1,2500,4.6,1.81,1,0,0.4,0.6,0.6,0,1,absp,2025,1e-04,0,0.6,,13,Czech Republic,1,0,4729126.04216818,2985966.39811562,126,2020,0.979700028896332,478.994262695313,18.4196828143955,90,42
431_T2_AH_20250827,26_128,2025,0.5,0,1.7,2,0.693147180559945,1,2,5000,4.505,2.075,1,1,0,1,0,0.5,0.5,fasy,2025,1e-04,0,0.5,26,13,Czech Republic,0.5,0.5,4699301.54620298,2899310.80565095,26_128,2019,0.999984979629517,686.433227539063,23.6523151145329,192.636056971317,180
431_T4_TP_20250827,126,2025,0.5,1.15708382375981,1.65,2,0.693147180559945,1,2,5000,3.8,2.68,1,0,0.4,0.6,0.6,0,0.704545454545455,soar,2025,1.15708382375981,1,0.6,,13,Czech Republic,0.295454545454545,0.704545454545455,4729126.02869723,2985986.37157205,126,2020,0.684072196483612,478.994262695313,18.4196828143955,90,30
432_T2_AH_20250827,26_128,2025,1.5,0.362498218861398,0.733333333333333,3,0.867563228481461,0.789690082142847,2.3811015779523,15000,2.17833333333333,3.445,1,1,0,1,0,0.333333333333333,0.742424242424242,pisy,2025,0.362498218861398,1,0.5,26,13,Czech Republic,0.882575757575758,0.117424242424242,4699281.80224705,2899291.10573987,26_128,2019,0.999998509883881,686.433227539063,0,90,175
432_T4_TP_20250827,127,2025,0.75,0.551107075135552,0.733333333333333,2,0.636514168294813,0.918295834054489,1.88988157484231,7500,3.45333333333333,1.93666666666667,1,0,0,1,0,0.5,0.560606060606061,piab,2025,0.551107075135552,1,0.5,,13,Czech Republic,1,0,4728685.9759154,2985886.39239798,127,2020,0.945209562778473,493.326751708984,0,90,60
433_T2_AH_20250827,26_120,2025,0.5,0,1.2,2,0.693147180559945,1,2,5000,4.505,2.075,1,1,0,1,0,0.5,0.5,fasy,2025,1e-04,0,0.5,26,13,Czech Republic,0.5,0.5,4702221.9451299,2898990.76683275,26_120,2020,0.99999988079071,703.873901367188,6.95864718864796,270,108
433_T4_TP_20250827,127,2025,0.5,0,1.2,1,0,0,1,5000,3.73,2.75,1,0,0,1,0,0,1,acps,2025,1e-04,0,0.5,,13,Czech Republic,0,1,4728706.04991437,2985886.39925203,127,2019,0.633279323577881,493.326751708984,14.1988572806259,270,85
434_T2_AH_20250827,26_120,2025,1,0.320987654320988,2.025,2,1.03972077083992,1.5,2.82842712474619,10000,3.195,1.655,1,1,0,1,0,0.333333333333333,0.540123456790123,besp,2025,0.320987654320988,1,0.5,26,13,Czech Republic,0.459876543209877,0.540123456790123,4702241.5519949,2898990.86392889,26_120,2020,0.999999761581421,711.197021484375,6.95864718864796,270,134
434_T4_TP_20250827,127,2025,0.5,0.435142634576337,1.3,2,0.693147180559945,1,2,5000,3.25,1.98,1,0,0,1,0,0,0.576923076923077,besp,2025,0.435142634576337,1,0.5,,13,Czech Republic,0,1,4728686.02792447,2985906.40107465,127,2020,0.513521194458008,493.326751708984,11.5645299313307,180,67
435_T2_AH_20250827,26_120,2025,0,0,0,0,0,0,1e-04,0,,,1,1,0,1,0,,,"",2025,1e-04,0,0.5,26,13,Czech Republic,0,0,4702261.76051461,2898990.90128895,26_120,2020,0.999999761581421,711.197021484375,6.95864718864796,270,134
435_T4_TP_20250827,127,2025,0.5,0,1.2,1,0,0,1,5000,4.56,2.4,1,0,0,1,0,0,1,fasy,2025,1e-04,0,0.5,,13,Czech Republic,0,1,4728666.05290006,2985886.44567492,127,2019,0.417701780796051,493.326751708984,13.5102483581874,270,30
436_T2_AH_20250827,26_120,2025,0.75,0.655370575836873,1.23333333333333,3,1.09861228866811,1,3,7500,3.56,2.83,1,1,0,1,0,0.333333333333333,0.396396396396396,fasy,2025,0.655370575836873,1,0.5,26,13,Czech Republic,0.603603603603604,0.396396396396396,4702241.67233899,2899010.88852007,26_120,2020,0.999999105930328,711.197021484375,7.51358115696457,261.956702691002,124
436_T4_TP_20250827,127,2025,4.25,0.316847175080333,1.48823529411765,5,1.20333204069947,0.74767223476149,3.33119813872902,42500,4.14882352941176,2.22235294117647,1,0,0,1,0,0.2,0.630086026505464,fasy,2025,0.316847175080333,1,0.5,,13,Czech Republic,0.117879562892351,0.882120437107649,4728686.00849902,2985866.41530009,127,2020,0.945209562778473,493.326751708984,0,90,60
437_T2_AH_20250827,26_120,2025,1.5,0.316227766016838,1,3,0.867563228481461,0.789690082142847,2.3811015779523,15000,4.08666666666667,1.94,1,1,0,1,0,0.333333333333333,0.733333333333333,piab,2025,0.316227766016838,1,0.5,26,13,Czech Republic,0.733333333333333,0.266666666666667,4702241.82717633,2898970.8897596,26_120,2020,0.999999940395355,711.197021484375,6.95864718864796,270,150
437_T4_TP_20250827,128,2025,1.5,0.564240504518043,0.7,4,1.32966134885476,0.959147917027245,3.77976314968462,15000,3.78166666666667,1.995,1,0,0,1,0.8,0.25,0.452380952380952,fasy,2025,0.564240504518043,1,0.9,,13,Czech Republic,0.285714285714286,0.714285714285714,4731366.03312196,2984266.39527985,128,2020,0.999509572982788,568.234558105469,6.50015342262168,23.684898511474,67
438_T2_AH_20250827,64,2025,3.75,0.161825061741809,2.82666666666667,2,0.485094091302212,0.699842839886239,1.62432783677561,37500,1.656,4.20466666666667,1,0,0,0,0,0,0.946619496855346,pisy,2025,0.161825061741809,1,0,,13,Czech Republic,1,0,4710946.15007998,2895226.6304106,64,2020,0.999987483024597,568.572509765625,8.78383545443221,42.6468783627567,67
438_T4_TP_20250827,128,2025,0.75,0.188266392127052,1.53333333333333,2,0.636514168294813,0.918295834054489,1.88988157484231,7500,4.52333333333333,2.18333333333333,1,0,0,1,0.8,0.5,0.702898550724638,fasy,2025,0.188266392127052,1,0.9,,13,Czech Republic,0.297101449275362,0.702898550724638,4731386.03923816,2984266.37732843,128,2020,0.999997735023499,568.234558105469,6.50142344835477,8.90555310809785e-13,42
439_T2_AH_20250827,64,2025,2.75,0.830354874277853,2.92727272727273,3,1.12095039267358,1.02033301851425,3.06776840287102,27500,1.67545454545455,3.90272727272727,1,0,0,0,0,0,0.707227555053642,pisy,2025,0.830354874277853,1,0,,13,Czech Republic,0.799265951439864,0.200734048560135,4710945.88836165,2895206.29088281,64,2020,0.999987483024597,568.572509765625,8.78383545443221,42.6468783627567,67
439_T4_TP_20250827,128,2025,0.5,0,0.7,1,0,0,1,5000,4.56,2.4,1,0,0,1,0.8,0,1,fasy,2025,1e-04,0,0.9,,13,Czech Republic,0,1,4731366.05105477,2984246.38172579,128,2020,0.999509572982788,568.234558105469,6.50015342262168,23.684898511474,67
440_T2_AH_20250827,64,2025,1.25,0.320738434575097,2.22,3,0.950270539233235,0.864973520717927,2.58640928985893,12500,1.682,3.378,1,0,0,0,0,0,0.52972972972973,pisy,2025,0.320738434575097,1,0,,13,Czech Republic,0.764864864864865,0.235135135135135,4710946.04831692,2895186.63659639,64,2020,0.999615550041199,568.572509765625,6.24876809542835,90,85
440_T4_TP_20250827,128,2025,2.5,0.287479787288035,2.64,1,0.500402423538188,0,1.64938488846612,25000,4.56,2.4,1,0,0,1,0.8,0,1,fasy,2025,0.287479787288035,1,0.9,,13,Czech Republic,0,1,4731366.09775048,2984286.28560027,128,2020,0.999994277954102,568.234558105469,3.17033955832094,90,85
441_T2_AH_20250827,64,2025,2.25,0.30080202133309,2.27777777777778,1,0.686961576597323,0,1.98766697500242,22500,1.67,4.34,1,0,0,0,0,0,1,pisy,2025,0.30080202133309,1,0,,13,Czech Republic,1,0,4710925.97455557,2895206.47325385,64,2020,0.99999612569809,575.142272949219,9.18693177907255,40.3361168398576,90
441_T4_TP_20250827,128,2025,1.25,0.296621262321401,1.96,1,0.500402423538188,0,1.64938488846612,12500,4.56,2.4,1,0,0,1,0.8,0,1,fasy,2025,0.296621262321401,1,0.9,,13,Czech Republic,0,1,4731346.00627819,2984266.17306479,128,2020,0.999509572982788,568.234558105469,6.50015342262168,23.684898511474,67
442_T2_AH_20250827,64,2025,0.5,0,0.5,1,0,0,1,5000,1.67,4.34,1,0,0,0,0,0,1,pisy,2025,1e-04,0,0,,13,Czech Republic,1,0,4710966.01669815,2895206.35835797,64,2020,0.999987483024597,568.572509765625,8.78383545443221,42.6468783627567,67
442_T4_TP_20250827,129,2025,1.5,0.960549426221783,1.01666666666667,2,1.01140426470735,1.45914791702725,2.74945927399721,15000,3.34,2.20666666666667,1,0,0,0.8,0,0,0.751366120218579,soau,2025,0.960549426221783,1,0.4,,13,Czech Republic,0,1,4732306.04391815,2981706.40011094,129,2020,0.993322849273682,577.393981933594,12.423970753832,6.43289491458164,60
443_T2_AH_20250827,26_117,2025,0.75,0.433012701892219,2.4,1,0.636514168294813,0,1.88988157484231,7500,4.45,1.75,1,1,0.2,0.8,0,1,1,piab,2025,0.433012701892219,1,0.4,26,13,Czech Republic,1,0,4709941.25822551,2895170.94145757,26_117,2020,0.999914169311523,567.214050292969,3.58794572653339,90,85
443_T4_TP_20250827,129,2025,0.5,0.76149961050859,1.95,2,0.693147180559945,1,2,5000,2.2,3.225,1,0,0,0.8,0,0,0.634615384615385,soau,2025,0.76149961050859,1,0.4,,13,Czech Republic,0.365384615384615,0.634615384615385,4732326.04271309,2981706.37759741,129,2020,0.993322849273682,577.393981933594,12.423970753832,6.43289491458164,60
444_T2_AH_20250827,26_117,2025,1.75,0.501065531309695,2.14285714285714,2,0.955699891112534,1.37878349348618,2.60049000598966,17500,3.95857142857143,1.85285714285714,1,1,0.2,0.8,0,0.666666666666667,0.797142857142857,piab,2025,0.501065531309695,1,0.4,26,13,Czech Republic,0.797142857142857,0.202857142857143,4709941.91439029,2895190.90775602,26_117,2020,0.999914169311523,567.214050292969,3.58794572653339,90,85
444_T4_TP_20250827,129,2025,0.5,0,1.7,1,0,0,1,5000,4.45,1.75,1,0,0,0.8,0,1,1,piab,2025,1e-04,0,0.4,,13,Czech Republic,1,0,4732326.02568757,2981726.38212566,129,2020,0.986363708972931,563.963195800781,12.3755515324089,3.87321503623381,42
445_T2_AH_20250827,26_117,2025,0.75,0,1.2,1,0,0,1,7500,4.45,1.75,1,1,0.2,0.8,0,1,1,piab,2025,1e-04,0,0.4,26,13,Czech Republic,1,0,4709922.00290632,2895190.77507189,26_117,2020,0.999914169311523,567.214050292969,3.58794572653339,90,85
445_T4_TP_20250827,129,2025,1,0.181818181818182,0.55,2,0.562335144618808,0.811278124459133,1.75476535060332,10000,3.055,2.67625,1,0,0,0.8,0,0.5,0.715909090909091,qusp,2025,0.181818181818182,1,0.4,,13,Czech Republic,0.284090909090909,0.715909090909091,4732346.03306993,2981706.3822009,129,2020,0.996600270271301,575.6171875,11.8875782059338,6.73361447215304,42
446_T2_AH_20250827,26_117,2025,0.75,0.292424162316823,2.56666666666667,2,0.636514168294813,0.918295834054489,1.88988157484231,7500,2.01333333333333,1.78666666666667,1,1,0.2,0.8,0,0,0.722943722943723,besp,2025,0.292424162316823,1,0.4,26,13,Czech Republic,0,1,4709941.507133,2895210.67878302,26_117,2020,0.999997913837433,567.214050292969,6.36607115383662,25.019939004047,67
446_T4_TP_20250827,129,2025,1.25,0.895662887499346,1.18,3,1.33217904021012,1.21260161928934,3.789291416276,12500,3.25,2.672,1,0,0,0.8,0,0,0.513559322033898,soau,2025,0.895662887499346,1,0.4,,13,Czech Republic,0.201694915254237,0.798305084745763,4732326.04375423,2981686.37781301,129,2020,0.947600543498993,577.393981933594,1.69621798827978,90,67
447_T2_AH_20250827,26_117,2025,1.75,0.371938701738449,2.48571428571429,2,0.796311640173813,1.14883485428092,2.21734745227321,17500,4.20428571428571,1.80142857142857,1,1,0.2,0.8,0,0.666666666666667,0.908456486042693,piab,2025,0.371938701738449,1,0.4,26,13,Czech Republic,0.908456486042693,0.0915435139573071,4709961.55603621,2895190.77450969,26_117,2020,0.999995529651642,567.214050292969,0,90,67
447_T4_TP_20250827,130,2025,1.25,0.139754248593737,1.6,2,0.500402423538188,0.721928094887362,1.64938488846612,12500,3.852,1.862,1,0,0,0.2,0.2,0.5,0.825,piab,2025,0.139754248593737,1,0.2,,13,Czech Republic,1,0,4732606.04750682,2979706.36046282,130,2020,0.999181568622589,647.320495605469,1.17513771875985,270,42
448_T2_AH_20250827,15_131,2025,0,0,0,0,0,0,1e-04,0,,,1,0.8,0,0.8,0.8,,,"",2025,1e-04,0,0.8,15,13,Czech Republic,0,0,4725001.75293441,2895490.7420134,15_131,2018,0.999601304531097,500.333312988281,2.54444374517081e-14,90,67
448_T4_TP_20250827,130,2025,0.25,0,0.7,1,0,0,1,2500,4.45,1.75,1,0,0,0.2,0.2,1,1,piab,2025,1e-04,0,0.2,,13,Czech Republic,1,0,4732606.03313461,2979726.38798122,130,2020,0.999730050563812,647.320495605469,0.826513403976995,265.311261727689,60
449_T2_AH_20250827,15_131,2025,0.25,0,0.7,1,0,0,1,2500,2.59,2.985,1,0.8,0,0.8,0.8,0,1,qusp,2025,1e-04,0,0.8,15,13,Czech Republic,0,1,4725021.44137153,2895510.77465173,15_131,2018,0.989222407341003,500.333312988281,12.2084544496056,233.110760652504,60
449_T4_TP_20250827,130,2025,1.5,0.2605840151897,0.783333333333333,2,0.450561208866305,0.650022421648354,1.5691925832142,15000,3.95166666666667,1.84333333333333,1,0,0,0.2,0.2,0.5,0.789007092198582,piab,2025,0.2605840151897,1,0.2,,13,Czech Republic,1,0,4732586.05973419,2979726.38317686,130,2020,0.999599516391754,647.320495605469,0.419056507389092,180.000000000004,67
450_T2_AH_20250827,15_131,2025,0,0,0,0,0,0,1e-04,0,,,1,0.8,0,0.8,0.8,,,"",2025,1e-04,0,0.8,15,13,Czech Republic,0,0,4725022.0197457,2895491.01746961,15_131,2018,0.994761168956757,500.333312988281,10.229224098604,270,60
450_T4_TP_20250827,130,2025,0.25,0,0.5,1,0,0,1,2500,4.45,1.75,1,0,0,0.2,0.2,1,1,piab,2025,1e-04,0,0.2,,13,Czech Republic,1,0,4732626.05532026,2979726.39535395,130,2020,0.999730050563812,647.320495605469,0.826513403976995,265.311261727689,60
451_T2_AH_20250827,15_131,2025,0,0,0,0,0,0,1e-04,0,,,1,0.8,0,0.8,0.8,,,"",2025,1e-04,0,0.8,15,13,Czech Republic,0,0,4725021.80437073,2895471.1882593,15_131,2018,0.994761168956757,500.333312988281,10.229224098604,270,60
451_T4_TP_20250827,130,2025,1.5,0.586181263209771,1.23333333333333,2,0.636514168294813,0.918295834054489,1.88988157484231,15000,4.52333333333333,2.18333333333333,1,0,0,0.2,0.2,0.5,0.792792792792793,fasy,2025,0.586181263209771,1,0.2,,13,Czech Republic,0.207207207207207,0.792792792792793,4732606.02164221,2979746.41688915,130,2020,0.98785787820816,647.759338378906,0.138419107683243,240.782537696672,30
452_T2_AH_20250827,15_131,2025,0.25,0,3,1,0,0,1,2500,1.94,1.56,1,0.8,0,0.8,0.8,0,1,besp,2025,1e-04,0,0.8,15,13,Czech Republic,0,1,4725042.26944198,2895491.53487257,15_131,2018,0.769322991371155,511.160614013672,10.229224098604,270,30
453_T2_AH_20250827,15_149,2025,0.25,0,0.3,1,0,0,1,2500,2.59,2.985,1,1,0,1,1,0,1,qusp,2025,1e-04,0,1,15,13,Czech Republic,0,1,4725181.80766965,2895911.85316058,15_149,2019,0.958008170127869,502.802795410156,9.64698034579634,360,30
453_T4_TP_20250827,131,2025,0.5,0,0.5,1,0,0,1,5000,4.56,2.4,0.8,0,0,0.4,0.8,0,1,fasy,2025,1e-04,0,0.6,,13,Czech Republic,0,1,4734946.03438416,2984626.38607684,131,2020,0.986712217330933,610.954345703125,11.234366310893,269.796283509408,60
454_T2_AH_20250827,15_149,2025,0.5,0,0.5,1,0,0,1,5000,2.59,2.985,1,1,0,1,1,0,1,qusp,2025,1e-04,0,1,15,13,Czech Republic,0,1,4725200.59546745,2895890.92108383,15_149,2019,0.965183854103088,502.802795410156,10.0761919221351,350.974040013295,30
454_T4_TP_20250827,131,2025,0.75,0.351822820287428,2.13333333333333,2,0.636514168294813,0.918295834054489,1.88988157484231,7500,2.56,2.35666666666667,0.8,0,0,0.4,0.8,0,0.598958333333333,soau,2025,0.351822820287428,1,0.6,,13,Czech Republic,0,1,4734945.97602584,2984606.38597471,131,2020,0.986712217330933,610.954345703125,11.234366310893,269.796283509408,60
455_T2_AH_20250827,15_149,2025,1.25,0.711476174659024,1.32,1,0.500402423538188,0,1.64938488846612,12500,2.59,2.985,1,1,0,1,1,0,1,qusp,2025,0.711476174659024,1,1,15,13,Czech Republic,0,1,4725180.56105724,2895890.00870125,15_149,2019,0.958008170127869,502.802795410156,9.64698034579634,360,30
455_T4_TP_20250827,131,2025,1.5,0,0.9,1,0,0,1,15000,2.075,2.12,0.8,0,0,0.4,0.8,0,1,sasp,2025,1e-04,0,0.6,,13,Czech Republic,0,1,4734966.02918336,2984626.40653977,131,2020,0.986712217330933,610.954345703125,11.234366310893,269.796283509408,60
456_T2_AH_20250827,15_149,2025,1.25,0,1.7,1,0,0,1,12500,2.59,2.985,1,1,0,1,1,0,1,qusp,2025,1e-04,0,1,15,13,Czech Republic,0,1,4725164.06120965,2895890.63642384,15_149,2019,0.958008170127869,502.802795410156,9.64698034579634,360,30
456_T4_TP_20250827,131,2025,0,0,0,0,0,0,1e-04,0,,,0.8,0,0,0.4,0.8,,,"",2025,1e-04,0,0.6,,13,Czech Republic,0,0,4734946.04101709,2984646.37850728,131,2020,0.999751627445221,610.2626953125,9.87962036619964,269.767663990641,42
457_T2_AH_20250827,15_149,2025,0.75,0,0.9,1,0.636514168294813,0,1.88988157484231,7500,2.59,2.985,1,1,0,1,1,0,1,qusp,2025,1e-04,0,1,15,13,Czech Republic,0,1,4725182.18832588,2895870.62046891,15_149,2019,0.997730314731598,502.802795410156,2.54444374517081e-14,270,30
457_T4_TP_20250827,131,2025,0.5,0,0.7,2,0.693147180559945,1,2,5000,3.25,1.98,0.8,0,0,0.4,0.8,0,0.5,besp,2025,1e-04,0,0.6,,13,Czech Republic,0,1,4734926.03224689,2984626.38558853,131,2020,0.939095854759216,598.302673339844,11.321851257403,262.776943210394,60
458_T2_AH_20250827,15_107,2025,0.25,0,3,1,0,0,1,2500,1.94,1.56,1,0.8,0.2,0,0,0,1,besp,2025,1e-04,0,0,15,13,Czech Republic,0,1,4729561.67749514,2897850.75482369,15_107,2018,0.996478736400604,519.919128417969,11.1811630027409,358.179560334305,60
458_T4_TP_20250827,27,2025,0.5,0.565685424949238,0.5,2,0.693147180559945,1,2,5000,3.195,1.655,0.8,0,0,0.8,0.8,0.5,0.6,piab,2025,0.565685424949238,1,0.8,,13,Czech Republic,0.6,0.4,4722966.02854805,2970006.36405365,27,2020,0.999993681907654,558.719970703125,7.84930247579302,238.118204231936,42
459_T2_AH_20250827,15_107,2025,0,0,0,0,0,0,1e-04,0,,,1,0.8,0.2,0,0,,,"",2025,1e-04,0,0,15,13,Czech Republic,0,0,4729562.02586539,2897870.87934876,15_107,2018,0.971755385398865,519.919128417969,1.0819190637489,90,60
459_T4_TP_20250827,27,2025,1,0.333333333333333,0.6,2,0.562335144618808,0.811278124459133,1.75476535060332,10000,3.8225,1.7025,0.8,0,0,0.8,0.8,0.5,0.8125,piab,2025,0.333333333333333,1,0.8,,13,Czech Republic,0.8125,0.1875,4722946.05816876,2970006.36308046,27,2020,0.999993681907654,558.719970703125,7.84930247579302,238.118204231936,42
460_T2_AH_20250827,15_107,2025,0,0,0,0,0,0,1e-04,0,,,1,0.8,0.2,0,0,,,"",2025,1e-04,0,0,15,13,Czech Republic,0,0,4729581.60365251,2897870.64614926,15_107,2018,0.994711577892303,519.919128417969,2.54444374517081e-14,270,30
